id,feedback,aspects,aspect_sentiments,source_channel
13589,Port completed in 5 minutes. Smooth.,"[""sim_activation""]","{""sim_activation"": ""positive""}",customer_care_chat
13590,The SIM activation was smooth and completed in 30 minutes but the internet speed after activation is disappointingly slow at 500 Mbps in Pune. Good onboarding but poor ongoing service quality. The efficiency of activation reflects well on the operator overall.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative""}",app_review
13591,Quick activation but speed is disappointing in Varanasi.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative""}",app_review
13592,Activation took a frustrating 96 hours but once live the speed of 50 Mbps and coverage in Marathahalli are both excellent. Worth the painful wait for the quality of service that followed. The digital-first approach to activation is the right direction.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",survey
13593,Activation slow but speed is good now in Bhubaneswar.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""negative"", ""internet_speed"": ""positive""}",app_review
13594,Activation was a middling experience in Ranchi. The process took 12 hours which is neither impressive nor terrible. Documents accepted without issue and SIM eventually started working. Nothing stood out as exceptionally good or bad about it. I appreciate how streamlined the entire setup journey has become now.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13595,Activation stuck and support is no help in Marathahalli.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""negative"", ""customer_support"": ""negative""}",survey
13596,Port-in request rejected without valid reason.,"[""sim_activation""]","{""sim_activation"": ""negative""}",complaint_ticket
13597,My new SIM activtion got stuck in some verification loop and nobody at support can explain why. It has been 48 hours since I applied and I am still without service. Store says backend issue. Support says contact store. No unnecessary steps or delays which respects the customer time.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13598,activtion failed and app keeps crashing.,"[""sim_activation"", ""mobile_app_experience""]","{""sim_activation"": ""negative"", ""mobile_app_experience"": ""negative""}",survey
13599,The SIM activtion delay has been catastrophic for my business. Being without servce for 48 hours because of their slow process cost me actual revenue from missed client calls. No compensation offered for the inconvenience. Modern telecom should make activation instant and this operator delivers.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13600,Slow activtion but great speed and covrage in Trichy.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",complaint_ticket
13601,Smooth port-in exprnce in Borivali.,"[""sim_activation""]","{""sim_activation"": ""positive""}",app_review
13602,SIM activtion stuck for 96 hours now.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13603,Activation was a middling experience in Guwahati. The process took 24 hours which is neither impressive nor terrible. Documents accepted without issue and SIM eventually started working. Nothing stood out as exceptionally good or bad about it. The efficiency of activation reflects well on the operator overall.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",twitter
13604,SIM activated fast and speed is excellent in Bandra.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive""}",complaint_ticket
13605,Slow activation but great speed and coverage in Kolkata.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",complaint_ticket
13606,Smooth activation and support was helpful in Bhubaneswar.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""positive"", ""customer_support"": ""positive""}",app_review
13607,No documentation drama. Quick activation.,"[""sim_activation""]","{""sim_activation"": ""positive""}",customer_care_chat
13608,SIM activated fast and speed is excellent in Siliguri.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive""}",survey
13609,KYC to activation in 15 minutes total.,"[""sim_activation""]","{""sim_activation"": ""positive""}",customer_care_chat
13610,Activation failed and app keeps crashing in Vashi.,"[""sim_activation"", ""mobile_app_experience""]","{""sim_activation"": ""negative"", ""mobile_app_experience"": ""negative""}",complaint_ticket
13611,SIM activated within 60 minutes. Impressive.,"[""sim_activation""]","{""sim_activation"": ""positive""}",complaint_ticket
13612,SIM not working and coverage also terrible in Kochi.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""negative"", ""network_coverage"": ""negative""}",complaint_ticket
13613,Activation process was average in Vadodara.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13614,Activation process unnecessarily complicated here.,"[""sim_activation""]","{""sim_activation"": ""negative""}",customer_care_chat
13615,Quick activtion in 60 minutes and the netwrk coverage in Dwarka MG road is excellent with full bars everywhere. Both the setup experience and the daily connectivity are premium quality. The efficiency of activation reflects well on the operator overall.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""positive""}",survey
13616,Activation delayed 24 hours and once finally active the network coverage in Malad is poor. Bad onboarding followed by bad service. Double disappointment. The efficiency of activation reflects well on the operator overall.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""negative"", ""network_coverage"": ""negative""}",customer_care_chat
13617,Average setup and coverage is also okay.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""network_coverage"": ""neutral""}",app_review
13618,Smooth activation and support was helpful in Salem.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""positive"", ""customer_support"": ""positive""}",complaint_ticket
13619,Activation stuck speed slow and coverage poor in Indiranagar.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",app_review
13620,Activation stuck speed slow and coverage poor in Raipur.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",customer_care_chat
13621,Activation was delayed 48 hours which was frustrating but customer support was genuinely helpful and kept me updated throughout. Bad process but good human support during the wait. Quick activation gives confidence that other processes will work too.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""negative"", ""customer_support"": ""positive""}",complaint_ticket
13622,The e-SIM activation through the app was instant in Mysore. Scanned a QR code entered OTP and my number was active on the new device within 5 minutes. No store visit needed. This is how modern telecom should work. No unnecessary steps or delays which respects the customer time.,"[""sim_activation""]","{""sim_activation"": ""positive""}",app_review
13623,"attempted port-in three times over the past week, each time the process stalls after 96 hours with a different error, my old operator has already released my number but this one cant seem to capture it, stuck in telecom limbo","[""sim_activation""]","{""sim_activation"": ""negative""}",complaint_ticket
13624,SIM activated fast but coverage drops often.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""negative""}",app_review
13625,My new SIM activation got stuck in some verification loop and nobody at support can explain why. It has been 96 hours since I applied and I am still without service. Store says backend issue. Support says contact store. I appreciate how streamlined the entire setup journey has become now.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13626,The activation system seems to have a bug that affects certain pincodes in Mysore. My neighbor got activated instantly but my SIM has been pending for 96 hours in the same locality. Support acknowledges the known issue but has no fix.,"[""sim_activation""]","{""sim_activation"": ""negative""}",complaint_ticket
13627,E-SIM activtion failed multiple times in Dwarka.,"[""sim_activation""]","{""sim_activation"": ""negative""}",customer_care_chat
13628,activtion delayed 24 hours and once active the speed is terrible at 300 Mbps with poor coverage in Rajkot. Bad start followed by bad daily experience. Nothing works well. I appreciate how streamlined the entire setup journey has become now.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",complaint_ticket
13629,Port-in request rejected without valid reason in Koramangala.,"[""sim_activation""]","{""sim_activation"": ""negative""}",survey
13630,E-SIM activation has failed four times now giving different error messages each attempt. I spent hours on phone with support and no one knows how to fix it. For a supposedly digital-first operator the e-SIM process is embarrassingly broken in Indore.,"[""sim_activation""]","{""sim_activation"": ""negative""}",complaint_ticket
13631,The SIM activtion in Mumbai took over 72 hours which is outrageous in today's digital age. I was without phone servce for almost the entire duration causing me to miss important calls and messages. Zero communication about the delay. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13632,activtion stuck speed slow and covrage poor in Malad.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",complaint_ticket
13633,Port-in from my previous operator was seamless. Submitted the request and within 10 minutes I was on the new netwrk with my same number intact. No service gap no lost contacts no configuration issues. Smoothest operator switch ever. Modern telecom should make activation instant and this operator delivers.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13634,I ported my number from another operator and the entire procss completed within 10 minutes without any issues. The new SIM was activated smoothly and I did not lose connectivity for more than a brief moment during the switch. Very professional handling.,"[""sim_activation""]","{""sim_activation"": ""positive""}",survey
13635,Fast activation great speed and solid coverage in Thane.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",survey
13636,Quick activation but speed is disappointing in Mangalore.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative""}",survey
13637,"activation took a frustrating 72 hours but once live the speed of 150 mbps and coverage in bhopal r both excellent, worth the painful wait for the quality of service that followed. I appreciate how streamlined the entire setup journey has become now.","[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",customer_care_chat
13638,E-SIM activation has failed four times now giving different error messages each attempt. I spent hours on phone with support and no one knows how to fix it. For a supposedly digital-first operator the e-SIM process is embarrassingly broken in Salem.,"[""sim_activation""]","{""sim_activation"": ""negative""}",twitter
13639,SIM activation stuck for 48 hours and customer support has been completely useless about resolving it. Both the technical process and human support are failing simultaneously. No unnecessary steps or delays which respects the customer time.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""negative"", ""customer_support"": ""negative""}",survey
13640,The SIM activation took a standard amount of time about 18 hours which is what I expected based on industry norms. Not particularly fast or slow just the average experience. The process worked as described without surprises either positive or negative.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13641,Port-in from my previous operator was seamless. Submitted the request and within 30 minutes I was on the new network with my same number intact. No service gap no lost contacts no configuration issues. Smoothest operator switch ever. A smooth activation process is critical for first impressions with new users.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13642,Activation was a middling experience in Chandigarh. The process took 18 hours which is neither impressive nor terrible. Documents accepted without issue and SIM eventually started working. Nothing stood out as exceptionally good or bad about it. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",survey
13643,Quick activation and coverage solid in Bangalore.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""positive""}",complaint_ticket
13644,Port-in request was rejected twice for documentation issues never clearly communicated upfront. Each rejection added another 24 hours of waiting. The entire porting procss has taken over a week when it should take hours. The digital-first approach to activation is the right direction.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13645,"activtion nightmr in salem, still not working","[""sim_activation""]","{""sim_activation"": ""negative""}",complaint_ticket
13646,Standard setup and plan is also average in Jodhpur.,"[""sim_activation"", ""recharge_plans""]","{""sim_activation"": ""neutral"", ""recharge_plans"": ""neutral""}",survey
13647,SIM activtion delayed for no clear reason.,"[""sim_activation""]","{""sim_activation"": ""negative""}",survey
13648,activtion fine but billing has issues in Lucknow.,"[""sim_activation"", ""billing""]","{""sim_activation"": ""neutral"", ""billing"": ""negative""}",survey
13649,The SIM activtion procss was remarkably smooth and fast in Varanasi. I walked into the store provided my documents and within 10 minutes my number was live and functional. The entire process from KYC to activation was well organized and the staff were helpful throughout.,"[""sim_activation""]","{""sim_activation"": ""positive""}",complaint_ticket
13650,Standard activation in Lucknow. Submitted documents went through verification and SIM was active in about 24 hours. The process was neither streamlined nor complicated. Just average telecom activation that met basic expectations without exceeding them. The digital-first approach to activation is the right direction.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",complaint_ticket
13651,Store said 24 hours but still waiting.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13652,Smooth activation but billing started wrong in Marathahalli.,"[""sim_activation"", ""billing""]","{""sim_activation"": ""positive"", ""billing"": ""negative""}",survey
13653,Activation was quick in Coimbatore but the network coverage drops frequently indoors in highway. Smooth start but daily connectivity is unreliable which diminishes the good first impression. A smooth activation process is critical for first impressions with new users.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""negative""}",complaint_ticket
13654,Standard activation in Wakad. Submitted documents went through verification and SIM was active in about 18 hours. The process was neither streamlined nor complicated. Just average telecom activation that met basic expectations without exceeding them. Modern telecom should make activation instant and this operator delivers.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13655,SIM activated in 5 minutes and both the internet speed of 500 Mbps and network coverage in Rohini are excellent. Perfect onboarding leading into premium ongoing connectivity. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",survey
13656,E-SIM keeps showing error during activation in Indore.,"[""sim_activation""]","{""sim_activation"": ""negative""}",survey
13657,The SIM activation was instant in Gachibowli within 5 minutes and the internet speed after activation is impressive at 50 Mbps. Both the onboarding and the ongoing service quality delivered above expectations from the start. The digital-first approach to activation is the right direction.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive""}",customer_care_chat
13658,The SIM activation in Madurai took over 24 hours which is outrageous in today's digital age. I was without phone service for almost the entire duration causing me to miss important calls and messages. Zero communication about the delay. Modern telecom should make activation instant and this operator delivers.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13659,The SIM activation experience exceeded expectations in Kanpur. I expected bureaucratic delays but my number was active within 30 minutes of applying. The flow from document submission to OTP verification was smooth modern and customer-friendly. The digital-first approach to activation is the right direction.,"[""sim_activation""]","{""sim_activation"": ""positive""}",app_review
13660,Average activation but pricing is good in Marathahalli.,"[""sim_activation"", ""pricing""]","{""sim_activation"": ""neutral"", ""pricing"": ""positive""}",app_review
13661,Activation stuck and support is no help in Dehradun.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""negative"", ""customer_support"": ""negative""}",app_review
13662,Quick activation and coverage solid in Agra.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""positive""}",survey
13663,Average setup and covrage is also okay in Ludhiana.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""network_coverage"": ""neutral""}",app_review
13664,Standard activation average speed okay coverage in Wakad.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""internet_speed"": ""neutral"", ""network_coverage"": ""neutral""}",twitter
13665,activtion process broken. SIM not working in Kolkata.,"[""sim_activation""]","{""sim_activation"": ""negative""}",customer_care_chat
13666,SIM activated in expected 24 hour timeframe.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13667,Port-in request was rejected twice for documentation issues never clearly communicated upfront. Each rejection added another 96 hours of waiting. The entire porting process has taken over a week when it should take hours. Modern telecom should make activation instant and this operator delivers.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13668,Standard setup but coverage is terrible in Hyderabad.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""network_coverage"": ""negative""}",complaint_ticket
13669,The SIM activation was instant in Andheri within 5 minutes and the internet speed after activation is impressive at 50 Mbps. Both the onboarding and the ongoing service quality delivered above expectations from the start. The efficiency of activation reflects well on the operator overall.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive""}",app_review
13670,Slow setup but plan value is good.,"[""sim_activation"", ""value_for_money""]","{""sim_activation"": ""negative"", ""value_for_money"": ""positive""}",app_review
13671,Fast SIM setup and app made it easy in Bangalore. Quick activation gives confidence that other processes will work too.,"[""sim_activation"", ""mobile_app_experience""]","{""sim_activation"": ""positive"", ""mobile_app_experience"": ""positive""}",app_review
13672,Quick activation but speed slow and coverage patchy in Vadodara. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",app_review
13673,I helped my elderly parents get new SIMs activated in Pune and the process was surprisingly simple even for them. The store staff were patient and guided them through KYC. Both SIMs were active within 15 minutes. Appreciated the smooth experience.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13674,The SIM activation experience exceeded expectations in Jaipur. I expected bureaucratic delays but my number was active within 5 minutes of applying. The flow from document submission to OTP verification was smooth modern and customer-friendly. The digital-first approach to activation is the right direction.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13675,SIM not working and coverage also terrible in Ahmedabad.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""negative"", ""network_coverage"": ""negative""}",complaint_ticket
13676,Quick activtion and coverage solid in Visakhapatnam.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""positive""}",twitter
13677,Activation process was average in Agra.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",survey
13678,The SIM activation took a standard amount of time about 18 hours which is what I expected based on industry norms. Not particularly fast or slow just the average experience. The process worked as described without surprises either positive or negative in Mangalore.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13679,Fast setup but call quality is poor in Chandigarh.,"[""sim_activation"", ""call_quality""]","{""sim_activation"": ""positive"", ""call_quality"": ""negative""}",complaint_ticket
13680,Slow activation but great speed and coverage in Malad.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",survey
13681,E-SIM activation was a breeze in Vadodara. I did everything online without visiting any store and my new connection was active within 15 minutes. The digital process is well designed with clear instructions. No paperwork no queues no hassle at all.,"[""sim_activation""]","{""sim_activation"": ""positive""}",survey
13682,Fast activtion great speed and solid coverage in Pune.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",app_review
13683,activtion average but app works well.,"[""sim_activation"", ""mobile_app_experience""]","{""sim_activation"": ""neutral"", ""mobile_app_experience"": ""positive""}",twitter
13684,The SIM activation delay has been catastrophic for my business. Being without service for 120 hours because of their slow process cost me actual revenue from missed client calls. No compensation offered for the inconvenience. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation""]","{""sim_activation"": ""negative""}",twitter
13685,Normal activation and support was average in Rohini.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""neutral"", ""customer_support"": ""neutral""}",app_review
13686,Online activation worked perfectly. No issues.,"[""sim_activation""]","{""sim_activation"": ""positive""}",survey
13687,Standard setup and plan is also average in Pune.,"[""sim_activation"", ""recharge_plans""]","{""sim_activation"": ""neutral"", ""recharge_plans"": ""neutral""}",customer_care_chat
13688,I visited the store in Bangalore for a simple SIM swap and was told it would take 72 hours. After that time passed nothing happened. Called supprt and they had no record of my request. Had to restart the entire process.,"[""sim_activation""]","{""sim_activation"": ""negative""}",survey
13689,Slow setup but plan value is good in Hyderabad.,"[""sim_activation"", ""value_for_money""]","{""sim_activation"": ""negative"", ""value_for_money"": ""positive""}",survey
13690,SIM activation stuck for 120 hours and customer support has been completely useless about resolving it. Both the technical process and human support are failing simultaneously. Quick activation gives confidence that other processes will work too.,"[""sim_activation"", ""customer_support""]","{""sim_activation"": ""negative"", ""customer_support"": ""negative""}",complaint_ticket
13691,Port-in from my previous operator was seamless. Submitted the request and within 60 minutes I was on the new network with my same number intact. No service gap no lost contacts no configuration issues. Smoothest operator switch ever. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation""]","{""sim_activation"": ""positive""}",complaint_ticket
13692,Activation was a middling experience in Lucknow. The process took 24 hours which is neither impressive nor terrible. Documents accepted without issue and SIM eventually started working. Nothing stood out as exceptionally good or bad about it. Modern telecom should make activation instant and this operator delivers.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",twitter
13693,Port-in request was rejected twice for documentation issues never clearly communicated upfront. Each rejection added another 48 hours of waiting. The entire porting procss has taken over a week when it should take hours. No unnecessary steps or delays which respects the customer time.,"[""sim_activation""]","{""sim_activation"": ""negative""}",survey
13694,The SIM activation experience exceeded expectations in Pune. I expected bureaucratic delays but my number was active within 60 minutes of applying. The flow from document submission to OTP verification was smooth modern and customer-friendly. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation""]","{""sim_activation"": ""positive""}",app_review
13695,Replacement SIM activated within 15 minutes.,"[""sim_activation""]","{""sim_activation"": ""positive""}",app_review
13696,The activtion process was standard in Guwahati nothing noteworthy. netwrk coverage after activation is also just average. Both the setup and daily usage sit in neutral. A smooth activation process is critical for first impressions with new users.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""network_coverage"": ""neutral""}",app_review
13697,Quick activation and coverage solid in Kozhikode.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""positive"", ""network_coverage"": ""positive""}",survey
13698,Activation average but app works well in Wakad.,"[""sim_activation"", ""mobile_app_experience""]","{""sim_activation"": ""neutral"", ""mobile_app_experience"": ""positive""}",app_review
13699,SIM activation took standard time. Okay in Trichy.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",twitter
13700,SIM took long but coverage is excellent in Amritsar.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""negative"", ""network_coverage"": ""positive""}",survey
13701,Bulk activation of five SIMs for my small business team in Kanpur was handled efficiently by the enterprise team. All numbers were live within 5 minutes of document submission. Professional corporate activation process. The digital-first approach to activation is the right direction.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13702,The SIM activation in Agra took over 120 hours which is outrageous in today's digital age. I was without phone service for almost the entire duration causing me to miss important calls and messages. Zero communication about the delay. No unnecessary steps or delays which respects the customer time.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13703,I helped my elderly parents get new SIMs activated in Rajkot and the procss was surprisingly simple even for them. The store staff were patient and guided them through KYC. Both SIMs were active within 15 minutes. Appreciated the smooth exprnce.,"[""sim_activation""]","{""sim_activation"": ""positive""}",complaint_ticket
13704,Quick and hassle free SIM activtion in Patna.,"[""sim_activation""]","{""sim_activation"": ""positive""}",customer_care_chat
13705,Standard activation and average speed in Madurai.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""neutral"", ""internet_speed"": ""neutral""}",complaint_ticket
13706,I visited the store in Trivandrum for a simple SIM swap and was told it would take 48 hours. After that time passed nothing happened. Called support and they had no record of my request. Had to restart the entire process.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13707,I ported my number from another operator and the entire process completed within 10 minutes without any issues. The new SIM was activated smoothly and I did not lose connectivity for more than a brief moment during the switch. Very professional handling in Whitefield.,"[""sim_activation""]","{""sim_activation"": ""positive""}",customer_care_chat
13708,SIM activation delayed for no clear reason in Rajkot.,"[""sim_activation""]","{""sim_activation"": ""negative""}",twitter
13709,Average activtion but pricing is good in Ahmedabad.,"[""sim_activation"", ""pricing""]","{""sim_activation"": ""neutral"", ""pricing"": ""positive""}",app_review
13710,E-SIM activation has failed four times now giving different error messages each attempt. I spent hours on phone with support and no one knows how to fix it. For a supposedly digital-first operator the e-SIM process is embarrassingly broken in Hubli.,"[""sim_activation""]","{""sim_activation"": ""negative""}",app_review
13711,Activation okay but speed is excellent in Secunderabad.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""neutral"", ""internet_speed"": ""positive""}",app_review
13712,Quick SIM activation in 10 minutes which was great but the speed in Ranchi is only 300 Mbps and coverage has dead zones in MG road. Good first impression ruined by poor ongoing service. A smooth activation process is critical for first impressions with new users.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",customer_care_chat
13713,SIM not working and coverage also terrible in Visakhapatnam.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""negative"", ""network_coverage"": ""negative""}",app_review
13714,"i helped my elderly prnts get new sims activated in guwahati and the process was surprisingly simple even for them, the store staff were patient and guided them through kyc, both sims were active within 60 minutes, appreciated the smooth experience","[""sim_activation""]","{""sim_activation"": ""positive""}",complaint_ticket
13715,Standard activation in 24 hours with average speed and okay coverage in Jaipur. The entire journey from onboarding to daily usage is thoroughly neutral without any metric impressing. The onboarding experience sets the tone for the entire customer relationship.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""internet_speed"": ""neutral"", ""network_coverage"": ""neutral""}",survey
13716,"sim activated in 60 minutes and both the internet speed of 500 mbps and network coverage in coimbatore r excellent, perfect onboarding leading into premium ongoing connectivity. The efficiency of activation reflects well on the operator overall.","[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",survey
13717,Activation okay but speed is excellent in Malad.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""neutral"", ""internet_speed"": ""positive""}",survey
13718,SIM swap procssed instantly at store.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13719,Activation delayed 72 hours and once active the speed is terrible at 150 Mbps with poor coverage in Bhopal. Bad start followed by bad daily experience. Nothing works well. The digital-first approach to activation is the right direction.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""negative"", ""internet_speed"": ""negative"", ""network_coverage"": ""negative""}",survey
13720,Normal experience getting SIM activated here in Madurai.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",complaint_ticket
13721,"i ported my number from another operator and the entire procss completed within 15 minutes without any issues, the new sim was activated smoothly and i did not lose connectivity for more than a brief moment during the switch, v professional handling","[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13722,New connection active in 5 minutes flat.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13723,The SIM activation was instant in Indiranagar within 30 minutes and the internet speed after activation is impressive at 300 Mbps. Both the onboarding and the ongoing service quality delivered above expectations from the start. The efficiency of activation reflects well on the operator overall.,"[""sim_activation"", ""internet_speed""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive""}",survey
13724,The SIM activtion experience exceeded expectations in Meerut. I expected bureaucratic delays but my number was active within 5 minutes of applying. The flow from document submission to OTP verification was smooth modern and custmer-friendly. Modern telecom should make activation instant and this operator delivers.,"[""sim_activation""]","{""sim_activation"": ""positive""}",twitter
13725,Average setup and coverage is also okay in Bangalore.,"[""sim_activation"", ""network_coverage""]","{""sim_activation"": ""neutral"", ""network_coverage"": ""neutral""}",survey
13726,Normal SIM activation process overall.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13727,SIM live within 10 minutes. Happy.,"[""sim_activation""]","{""sim_activation"": ""positive""}",app_review
13728,Normal SIM activtion process overall in Varanasi.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13729,SIM setup was adequate. Just okay in Trichy.,"[""sim_activation""]","{""sim_activation"": ""neutral""}",app_review
13730,SIM dead after 120 hours. No service.,"[""sim_activation""]","{""sim_activation"": ""negative""}",survey
13731,SIM activated in 60 minutes and both the internet speed of 500 Mbps and network coverage in Jayanagar are excellent. Perfect onboarding leading into premium ongoing connectivity. I appreciate how streamlined the entire setup journey has become now.,"[""sim_activation"", ""internet_speed"", ""network_coverage""]","{""sim_activation"": ""positive"", ""internet_speed"": ""positive"", ""network_coverage"": ""positive""}",app_review
